date,datetime_utc,image_id,cloudy_pixel_percentage,valid_pixel_pct,is_valid_satellite_obs,NDVI_mean,NDVI_median,NDVI_stdDev,EVI_mean,EVI_median,EVI_stdDev,SAVI_mean,SAVI_median,SAVI_stdDev,NDRE_mean,NDRE_median,NDRE_stdDev,candidate_rank
2025-12-28,2025-12-28 15:31:52,20251228T152701_20251228T152837_T18NWL,27.237046,98.8325855184621,True,0.5608229997836471,0.6381181634916964,0.2854050603271282,0.3893920756791056,0.3832611342915971,0.2272068080258402,0.3594794464322255,0.3652524712044385,0.2065106653511487,0.3815939689236697,0.4188181811815811,0.2116853044943945,1
2025-12-28,2025-12-28 15:31:48,20251228T152701_20251228T152837_T18NXL,27.863845,98.8325855184621,True,0.5536493546222047,0.6309310541438321,0.2811337228877107,0.3943045135863208,0.3939996862231014,0.2268585471451457,0.35679844372172,0.3646559899811963,0.2044284932677442,0.3778904307187892,0.4178277674182674,0.2090827469471712,2
2026-01-07,2026-01-07 15:31:50,20260107T152701_20260107T152834_T18NWL,59.001702,0.0,False,,,,,,,,,,,,,1
2026-01-07,2026-01-07 15:31:46,20260107T152701_20260107T152834_T18NXL,69.910616,0.0,False,,,,,,,,,,,,,2
2026-01-09,2026-01-09 15:32:06,20260109T152711_20260109T152714_T18NWL,63.85923,0.0,False,,,,,,,,,,,,,1
2026-01-09,2026-01-09 15:32:03,20260109T152711_20260109T152714_T18NXL,66.734606,0.0,False,,,,,,,,,,,,,2
2026-01-17,2026-01-17 15:31:42,20260117T152651_20260117T152830_T18NXL,24.488612,60.2627643079625,True,0.5935873981778033,0.6541150480058442,0.2320717453884767,0.476987911766753,0.472651731218436,0.2495720838956679,0.4057482311281587,0.4120518881589654,0.2044666617416849,0.4113365878737501,0.4321019311565287,0.1741204108771754,1
2026-01-17,2026-01-17 15:31:45,20260117T152651_20260117T152830_T18NWL,26.080039,44.74320448963349,True,0.6183493665140015,0.6892224179869443,0.2371343337759405,0.5334268906323164,0.5587829731412378,0.2402760256647273,0.4586441669254886,0.4903050364298925,0.2014459638810215,0.4271662874113753,0.4553508508445796,0.1796130287685267,2
2026-02-11,2026-02-11 15:31:35,20260211T152649_20260211T152645_T18NXL,36.658069,61.86349977359734,True,0.3685139467611716,0.3967908909878583,0.217517974253441,0.3545568509492858,0.3301924875764305,0.2396446107049773,0.2484914940923858,0.2329402833495544,0.1641650390858947,0.2795043822340176,0.3023041378377794,0.1817481481899191,1
2026-02-11,2026-02-11 15:31:38,20260211T152649_20260211T152645_T18NWL,51.583141,51.83427324743756,True,0.3756714796126124,0.4358564990867316,0.2257445913703813,0.3739388732316081,0.4001568284841504,0.2461771981620774,0.2612250482876024,0.2789207885375521,0.1685565477788381,0.2842100694658539,0.3261067761224087,0.1928629438472977,2
2026-02-26,2026-02-26 15:31:46,20260226T152651_20260226T153009_T18NWL,16.610695,98.8325855184621,True,0.5159280373544891,0.5564866399769729,0.2721625681168831,0.3393845420123159,0.3217784583831479,0.2011192983822952,0.3134766144397815,0.3108215691720987,0.1835424375459713,0.3399753112379637,0.3474993950754485,0.2034252034955577,1
2026-02-26,2026-02-26 15:31:42,20260226T152651_20260226T153009_T18NXL,19.479206,98.8325855184621,True,0.51637330035994,0.5568750925213996,0.2735460747070023,0.3447111697677298,0.3260009718659991,0.2049011410098014,0.3154474540653488,0.3109376162392524,0.1853834462854482,0.3401501591054693,0.347667990540803,0.2043946486505827,2
