target,predictor,n,n_permutations,observed_pearson_r,observed_abs_pearson_r,observed_r2_from_r,null_mean_abs_r,null_p95_abs_r,null_p99_abs_r,empirical_p_two_sided
et_base_out_mm_d,SAVI_mean,8,10000,0.8999427381446986,0.8999427381446986,0.8098969319393776,0.31435920949161883,0.7182560776740702,0.8657114455500404,0.005699430056994301
