metric,value
n_input_rows,18.0
n_daily_rows,18.0
n_duplicate_rows,0.0
n_duplicate_dates,0.0
n_merge_ready,4.0
mean_valid_pixel_pct_daily,20.775394880174286
mean_lst_c_daily,29.124501521238443
median_lst_c_daily,29.194302985276067
std_lst_c_daily,1.5307495982118136
