metric,value
n_total_images,53.0
n_unique_dates_raw,35.0
n_dates_with_duplicates,18.0
n_daily_selected,35.0
n_daily_valid_final,10.0
mean_valid_pixel_pct_final,77.78803221778563
mean_ndvi_final,0.4717005329558884
mean_evi_final,0.395126354701312
mean_savi_final,0.3242480583716634
mean_ndre_final,0.3232953498920518
