date,year_station,month_station,day_station,year_month_station,iso_year_station,iso_week_station,week_id_station,doy_station,n_records,pct_day_records,is_valid_day,is_valid_day_by_coverage,is_valid_day_by_et,is_valid_day_by_temp,is_valid_day_by_rh,is_valid_day_by_rad,is_valid_day_analysis,et_base_out_mm_d,et_out_daily,et_out_daily_last,et_out_daily_max,et_out_last_minus_max,temp_out_mean,temp_out_min,temp_out_max,temp_range_out_c,rh_out_mean,rh_out_min,rh_out_max,rh_range_out_pct,rad_out_mean,rad_out_max,rad_acc_out_daily_max,par_out_mean,dli_out_max,vpd_out_mean,vpd_out_max,vpd_rad_product,dewpoint_out_mean,et_rad_ratio,flag_et_jump_high,flag_et_zero,flag_vpd_high_z,flag_temp_high_z,year_s2,month_s2,day_s2,year_month_s2,doy_s2,iso_year_s2,iso_week_s2,week_id_s2,image_id,datetime_utc,cloudy_pixel_percentage,valid_pixel_pct,is_valid_satellite_obs,n_obs_same_date,selected_from_duplicates,NDVI_mean,NDVI_median,NDVI_stdDev,EVI_mean,EVI_median,EVI_stdDev,SAVI_mean,SAVI_median,SAVI_stdDev,NDRE_mean,NDRE_median,NDRE_stdDev,ndvi_evi_diff,ndvi_savi_diff,flag_low_valid_pixel_pct,flag_high_scene_cloudiness,has_satellite_obs,is_merge_ready,year,month,day,year_month,doy,iso_year,iso_week,week_id,et_base_out_mm_d_w1_mean,et_base_out_mm_d_w1_sum,et_base_out_mm_d_w3_mean,et_base_out_mm_d_w5_mean,et_base_out_mm_d_w7_mean,et_base_out_mm_d_w3_sum,et_base_out_mm_d_w5_sum,et_base_out_mm_d_w7_sum,temp_out_mean_w1_mean,temp_out_mean_w1_sum,temp_out_mean_w3_mean,temp_out_mean_w5_mean,temp_out_mean_w7_mean,rh_out_mean_w1_mean,rh_out_mean_w1_sum,rh_out_mean_w3_mean,rh_out_mean_w5_mean,rh_out_mean_w7_mean,rad_out_mean_w1_mean,rad_out_mean_w1_sum,rad_out_mean_w3_mean,rad_out_mean_w5_mean,rad_out_mean_w7_mean,vpd_out_mean_w1_mean,vpd_out_mean_w1_sum,vpd_out_mean_w3_mean,vpd_out_mean_w5_mean,vpd_out_mean_w7_mean
2025-10-21,2025,10,21,2025-10,2025,43,2025-W43,294,283,98.26388888888889,True,True,True,True,True,True,True,1.63,1.63,1.57,1.63,-0.0599999999999998,14.619787985865724,8.9,20.2,11.3,76.53710247349824,54,92,38,88.45522968197879,558.9,750.98,236.25381625441696,20.06,0.4388339222614841,1.07,38.8171553858832,10.311448763250883,0.0184274011368271,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,10,21,2025-10,294,2025,43,2025-W43,1.63,1.63,1.7366666666666666,1.7240000000000002,1.8628571428571428,5.21,8.620000000000001,13.04,14.619787985865724,,14.61213191990577,14.571152391380082,14.585502132661643,76.53710247349824,,72.5700824499411,74.07092270940129,74.55760500904834,88.45522968197879,,98.50428739693757,97.84907243816255,110.60994464506508,0.4388339222614841,,0.5048527679623085,0.47384828049569494,0.4697188546914396
2025-10-22,2025,10,22,2025-10,2025,43,2025-W43,295,285,98.95833333333334,True,True,True,True,True,True,True,1.79,1.79,1.68,1.79,-0.1100000000000001,14.546315789473685,10.8,22.5,11.7,80.0701754385965,50,92,42,94.51449122807018,905.3,808.1,249.3518596491228,21.32,0.3694035087719298,1.36,34.913984689442906,10.957263157894737,0.0189388947318205,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,10,22,2025-10,295,2025,43,2025-W43,1.79,1.79,1.6933333333333334,1.766,1.7885714285714287,5.08,8.83,12.520000000000001,14.546315789473685,,14.682458620048353,14.559640901387496,14.603415533184227,80.0701754385965,,75.95154257847209,74.57228174078256,75.29559359754087,94.51449122807018,,90.72425325976899,100.09835096546672,102.00936537774786,0.3694035087719298,,0.4445950447378752,0.46792616534867254,0.45345329718064126
2025-10-23,2025,10,23,2025-10,2025,43,2025-W43,296,283,98.26388888888889,True,True,True,True,True,True,True,1.78,1.78,1.75,1.78,-0.03,13.7226148409894,8.4,22.4,13.999999999999998,82.93639575971731,52,95,43,110.47056537102476,842.05,937.9,294.08565371024736,24.97,0.3253003533568904,1.27,35.93611395072981,10.614346289752651,0.016112889383898,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,10,23,2025-10,296,2025,43,2025-W43,1.78,1.78,1.7333333333333332,1.7560000000000002,1.7414285714285713,5.199999999999999,8.780000000000001,12.19,13.7226148409894,,14.29623953877627,14.421065278036078,14.446384655337642,82.93639575971731,,79.84789122393734,76.14336370962744,76.19445496361719,110.47056537102476,,97.81342876035791,100.09958375798155,99.17577411284394,0.3253003533568904,,0.37784592813010137,0.44185243320314915,0.43770646637247074
2025-10-24,2025,10,24,2025-10,2025,43,2025-W43,297,285,98.95833333333334,True,True,True,True,True,True,True,2.52,2.52,2.49,2.52,-0.0299999999999998,15.759649122807016,10.9,22.9,11.999999999999998,74.83859649122807,47,95,48,171.3718947368421,1068.77,1465.23,428.8977894736842,36.67,0.5294035087719298,1.46,90.72488237857802,10.908315789473685,0.0147048616336401,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,10,24,2025-10,297,2025,43,2025-W43,2.52,2.52,2.03,1.8760000000000001,1.8757142857142857,6.09,9.38,13.129999999999999,15.759649122807016,,14.676193251090034,14.705927964788296,14.611495495819126,74.83859649122807,,79.28172256318062,77.12592399727234,75.8052001364083,171.3718947368421,,125.45231711197903,110.80304397743475,111.76203070502864,0.5294035087719298,,0.4080357903002499,0.4376977992684892,0.45633352698174035
2025-10-25,2025,10,25,2025-10,2025,43,2025-W43,298,280,97.2222222222222,True,True,True,True,True,True,True,1.4,1.4,1.33,1.4,-0.0699999999999998,14.834285714285716,11.3,19.9,8.599999999999998,78.15714285714286,58,92,34,65.73314285714285,665.27,552.16,175.56571428571428,14.75,0.3959285714285714,0.98,26.02562934693877,10.92382142857143,0.0212982361583197,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,10,25,2025-10,298,2025,43,2025-W43,1.4,1.4,1.8999999999999997,1.8240000000000003,1.8142857142857143,5.699999999999999,9.120000000000001,12.7,14.834285714285716,,14.772183226027378,14.696530690684309,14.671323032467589,78.15714285714286,,78.64404503602941,78.5078826040366,76.24465112807259,65.73314285714285,,115.8585343216699,106.10906477501176,105.37185091198465,0.3959285714285714,,0.41687747785246376,0.41177397291816115,0.4477991780308925
2025-10-26,2025,10,26,2025-10,2025,43,2025-W43,299,267,92.70833333333334,True,True,True,True,True,True,True,1.74,1.74,1.72,1.74,-0.02,16.319101123595505,12.2,21.8,9.6,73.90636704119851,51,93,42,97.53730337078652,1067.28,781.27,257.2021722846442,20.6,0.5348314606741573,1.22,52.16601843201616,11.364307116104868,0.0178393285426952,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,10,26,2025-10,299,2025,43,2025-W43,1.74,1.74,1.8866666666666667,1.846,1.7885714285714285,5.66,9.23,12.52,16.319101123595505,,15.637678653562746,15.036393318230264,14.954718094546099,73.90636704119851,,75.63403546318982,77.98173551757665,76.81330426924329,97.53730337078652,,111.54744698825716,107.9254795127733,102.46938087358616,0.5348314606741573,,0.48672118029155276,0.4309734806006957,0.4456070040635964
2025-10-30,2025,10,30,2025-10,2025,44,2025-W44,303,151,52.43055555555556,False,False,True,True,True,True,False,2.18,2.18,1.59,2.18,-0.5900000000000001,16.848344370860925,12.9,23.0,10.1,65.90728476821192,44,80,36,116.11099337748344,837.96,525.98,308.5426490066225,13.98,0.6956291390728477,1.57,80.77019036007194,10.2323178807947,0.018775138654724,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,10,30,2025-10,303,2025,44,2025-W44,2.18,2.18,1.7733333333333334,1.9240000000000002,1.8628571428571428,5.32,9.620000000000001,13.04,16.848344370860925,,16.000577069580714,15.496799034507713,15.235728421125426,65.90728476821192,,72.65693155551776,75.14915738349973,76.05043783279906,116.11099337748344,,93.12714653513761,112.24477994265594,106.31337437476124,0.6956291390728477,,0.5421297237251921,0.4962186066608793,0.46990435204825864
2025-10-31,2025,10,31,2025-10,2025,44,2025-W44,304,287,99.6527777777778,True,True,True,True,True,True,True,1.47,1.47,1.38,1.47,-0.09,14.498606271777003,10.1,18.6,8.500000000000002,73.36236933797909,55,88,33,68.93341463414635,410.16,593.52,184.11317073170733,15.85,0.4685365853658536,0.95,32.29782671029149,9.634006968641115,0.0213249264932225,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,10,31,2025-10,304,2025,44,2025-W44,1.47,1.47,1.7966666666666666,1.862,1.84,5.39,9.31,12.88,14.498606271777003,,15.888683922077812,15.651997320665235,15.218416747684179,73.36236933797909,,71.0586737157965,73.23435209915209,75.59690452772489,68.93341463414635,,94.19390379413876,103.93734979528026,103.52454365364231,0.4685365853658536,,0.5663323950376195,0.524865853062672,0.47414758963459713
2025-11-10,2025,11,10,2025-11,2025,46,2025-W46,314,284,98.61111111111111,True,True,True,True,True,True,True,1.65,1.65,1.59,1.65,-0.0599999999999998,14.262676056338028,12.1,20.7,8.6,82.27112676056338,57,94,37,92.14595070422536,937.32,785.08,237.77767605633804,20.26,0.3108450704225352,0.98,28.643114535806387,11.14200704225352,0.0179063755638731,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,10,2025-11,314,2025,46,2025-W46,1.65,1.65,1.7666666666666666,1.688,1.8199999999999998,5.3,8.44,12.739999999999998,14.262676056338028,,15.203208899658653,15.352602707371435,15.177896785807658,82.27112676056338,,73.84692695558479,74.72085815301915,75.91132614514872,92.14595070422536,,92.39678623861839,88.09216098875692,103.18618072166448,0.3108450704225352,,0.49167026495374544,0.48115416539279304,0.4657820984418265
2025-11-11,2025,11,11,2025-11,2025,46,2025-W46,315,286,99.30555555555556,True,True,True,True,True,True,True,2.0,2.0,1.92,2.0,-0.08,14.791258741258742,8.3,22.1,13.8,74.15384615384616,51,90,39,117.86671328671328,906.74,1011.3,311.8602797202797,26.76,0.4903846153846153,1.3,57.80002286175362,9.991818181818182,0.0169683190803408,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,11,2025-11,315,2025,46,2025-W46,2.0,2.0,1.7066666666666668,1.8079999999999998,1.8514285714285716,5.12,9.04,12.96,14.791258741258742,,14.517513689791258,15.34399731276604,15.330560200131847,74.15384615384616,,76.59578075079621,73.92019881235981,74.65667620145287,117.86671328671328,,92.98202620836166,98.518875074671,104.24277328104856,0.4903846153846153,,0.4232554237243346,0.5000453741840019,0.4893655644457872
2025-11-12,2025,11,12,2025-11,2025,46,2025-W46,316,281,97.56944444444444,True,True,True,True,True,True,True,1.91,1.91,1.86,1.91,-0.0499999999999998,15.2644128113879,10.8,21.1,10.3,69.83629893238434,52,87,35,102.99124555160142,674.54,868.22,275.0777224199288,23.19,0.5554804270462633,1.2,57.20962106103013,9.642277580071177,0.0185452655686452,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,12,2025-11,316,2025,46,2025-W46,1.91,1.91,1.8533333333333335,1.8419999999999999,1.7642857142857142,5.5600000000000005,9.209999999999999,12.35,15.2644128113879,,14.772782536328222,15.13305965032452,15.259812155643404,69.83629893238434,,75.42042394893129,73.10618519059697,73.94206226447518,102.99124555160142,,104.33463651418002,99.60966351083398,94.47410911172847,0.5554804270462633,,0.4522367042844712,0.504175167458423,0.49309083848497764
2025-11-13,2025,11,13,2025-11,2025,46,2025-W46,317,269,93.4027777777778,True,True,True,True,True,True,True,1.58,1.58,1.54,1.58,-0.04,15.188847583643124,12.6,21.9,9.3,78.70260223048327,55,89,34,86.29364312267658,1029.51,696.39,227.69342007434943,18.37,0.3857620817843866,1.18,33.288815415762635,11.410594795539032,0.0183095758021693,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,13,2025-11,317,2025,46,2025-W46,1.58,1.58,1.83,1.722,1.7899999999999998,5.49,8.61,12.53,15.188847583643124,,15.081506378763256,14.80116029288096,15.31046385126589,78.70260223048327,,74.2309157722379,75.66524868305125,74.01998503209525,86.29364312267658,,102.38386732033042,93.6461934598726,97.41132343537615,0.3857620817843866,,0.4772090414050883,0.44220175600073086,0.4916384828215227
2025-11-14,2025,11,14,2025-11,2025,46,2025-W46,318,282,97.91666666666666,True,True,True,True,True,True,True,1.44,1.44,1.4,1.44,-0.04,15.01099290780142,11.7,20.4,8.7,79.2127659574468,53,91,38,70.75460992907801,681.62,598.58,188.97744680851065,15.99,0.3870567375886525,1.11,27.386048488506617,11.232659574468084,0.0203520307926707,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,14,2025-11,318,2025,46,2025-W46,1.44,1.44,1.6433333333333333,1.716,1.747142857142857,4.93,8.58,12.23,15.01099290780142,,15.154751100944148,14.903637620085842,15.123591249009593,79.2127659574468,,75.91722237343814,76.83532800694479,74.7780420201307,70.75460992907801,,86.67983286778535,94.01043251885895,93.58522437227491,0.3870567375886525,,0.44276641547310075,0.4259057864452906,0.47052780809502204
2025-11-15,2025,11,15,2025-11,2025,46,2025-W46,319,281,97.56944444444444,True,True,True,True,True,True,True,1.23,1.23,1.18,1.23,-0.05,14.295373665480428,12.3,18.3,6.0,83.91103202846975,65,93,28,56.65861209964413,373.16,477.63,151.32864768683274,12.76,0.2755516014234875,0.74,15.612371298489126,11.53950177935943,0.0217089680530265,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,15,2025-11,319,2025,46,2025-W46,1.23,1.23,1.4166666666666667,1.6320000000000001,1.6114285714285714,4.25,8.16,11.28,14.295373665480428,,14.831738052308324,14.910177141914323,14.758881148240949,83.91103202846975,,80.60880007213326,77.16330906052606,77.35000591445326,56.65861209964413,,71.23562171713291,86.91296479794269,85.09202704686929,0.2755516014234875,,0.34945680693217546,0.41884709264548103,0.41051673128797056
2025-11-16,2025,11,16,2025-11,2025,46,2025-W46,320,282,97.91666666666666,True,True,True,True,True,True,True,2.2,2.2,2.16,2.2,-0.04,15.05354609929078,11.5,21.4,9.9,78.66666666666667,55,93,38,142.5886524822695,928.97,1206.3,368.74070921985816,31.2,0.4065602836879433,1.08,57.97088300387305,11.17191489361702,0.0154289977617508,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,16,2025-11,320,2025,46,2025-W46,2.2,2.2,1.6233333333333333,1.672,1.7157142857142857,4.87,8.36,12.01,15.05354609929078,,14.786637557524209,14.962634613520729,14.838158266457201,78.66666666666667,,80.59682155086108,78.06587316309017,78.10776267569433,142.5886524822695,,90.0006248369972,91.85735263705394,95.61420388231548,0.4065602836879433,,0.3563895409000277,0.4020822263061466,0.4016629739054119
2025-11-17,2025,11,17,2025-11,2025,47,2025-W47,321,284,98.61111111111111,True,True,True,True,True,True,True,2.09,2.09,2.08,2.09,-0.0099999999999997,15.825704225352112,12.0,22.9,10.9,76.08802816901408,52,91,39,124.56246478873238,763.25,1061.27,332.55654929577463,28.33,0.4801760563380282,1.27,59.81191310999801,11.396338028169014,0.0167787302823912,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,17,2025-11,321,2025,47,2025-W47,2.09,2.09,1.8399999999999999,1.7079999999999997,1.7785714285714287,5.52,8.54,12.450000000000001,15.825704225352112,,15.058207996707774,15.074892896313571,15.061448004887785,76.08802816901408,,79.55524228805017,79.31621901041612,77.22446287690158,124.56246478873238,,107.936576456882,96.17159648448013,100.24513446581648,0.4801760563380282,,0.3874293138164862,0.3870213521644996,0.4258531147504824
2025-11-18,2025,11,18,2025-11,2025,47,2025-W47,322,252,87.5,True,True,True,True,True,True,True,2.01,2.01,1.91,2.01,-0.0999999999999998,15.14563492063492,10.5,22.2,11.7,77.42857142857143,47,94,47,127.66896825396825,934.51,965.18,322.7619444444444,24.4,0.4721428571428571,1.42,60.277991439909286,10.767460317460316,0.0157438414948381,False,False,False,False,2025.0,11.0,18.0,2025-11,322.0,2025.0,47.0,2025-W47,20251118T152701_20251118T152839_T18NWL,2025-11-18 15:31:54,56.108177,98.8325855184621,True,2.0,True,0.3344628041606456,0.3222137021866567,0.174096464451907,0.3571785547094519,0.3322043878923792,0.1928214831873236,0.2437025944992426,0.2280365439404056,0.1288278404292097,0.2311062304054665,0.2244881262526783,0.131485771125281,-0.0227157505488063,0.090760209661403,False,True,True,True,2025,11,18,2025-11,322,2025,47,2025-W47,2.01,2.01,2.0999999999999996,1.7939999999999998,1.7799999999999998,6.299999999999999,8.969999999999999,12.459999999999999,15.14563492063492,,15.341628415092606,15.06625036371193,15.112073173370097,77.42857142857143,,77.39442208808406,79.06141285003375,77.6922807732909,127.66896825396825,,131.60669517499005,104.44666151073845,101.64545660399575,0.4721428571428571,,0.45295973238960946,0.40429750723619373,0.42324714928737406
2025-11-19,2025,11,19,2025-11,2025,47,2025-W47,323,276,95.83333333333334,True,True,True,True,True,True,True,1.67,1.67,1.63,1.67,-0.04,15.011231884057972,10.2,22.0,11.8,72.89855072463769,48,95,47,89.61166666666666,805.73,741.98,238.7917391304348,19.77,0.5192753623188405,1.37,46.5331306763285,9.871920289855073,0.018635966299031,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,19,2025-11,323,2025,47,2025-W47,1.67,1.67,1.9233333333333331,1.8399999999999999,1.7457142857142858,5.77,9.2,12.22,15.011231884057972,,15.327523676681666,15.066298158963244,15.075904469465822,72.89855072463769,,75.4717167740744,77.79856980347192,78.12974531504139,89.61166666666666,,113.94769990312243,108.21807285825619,99.73408819186223,0.5192753623188405,,0.49053142526657517,0.4307412321822313,0.41807499718345653
2025-11-20,2025,11,20,2025-11,2025,47,2025-W47,324,268,93.05555555555556,True,True,True,True,True,True,True,1.59,1.59,1.47,1.59,-0.1200000000000001,13.460074626865673,9.5,20.7,11.2,79.55223880597015,54,95,41,84.91914179104477,817.41,682.75,226.12548507462685,18.18,0.3654104477611941,1.07,31.030341625361995,9.742014925373136,0.0187236936980876,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,20,2025-11,324,2025,47,2025-W47,1.59,1.59,1.7566666666666666,1.9120000000000001,1.747142857142857,5.27,9.56,12.23,13.460074626865673,,14.538980477186188,14.89923835124029,14.8289369042119,79.55223880597015,,76.62645365305976,76.92681115897201,78.25112196868237,84.91914179104477,,100.73325890389322,113.87017879653631,99.53773085877195,0.3654104477611941,,0.4522762224076305,0.4487130014497726,0.415167620894429
2025-11-21,2025,11,21,2025-11,2025,47,2025-W47,325,279,96.875,True,True,True,True,True,True,True,1.63,1.63,1.59,1.63,-0.0399999999999998,13.008960573476704,8.1,22.9,14.8,85.93548387096774,50,95,45,98.67283154121864,809.61,825.89,260.8245519713262,21.83,0.265663082437276,1.37,26.213728580054216,10.455806451612904,0.0165192381179321,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,21,2025-11,325,2025,47,2025-W47,1.63,1.63,1.63,1.798,1.7742857142857142,4.89,8.99,12.42,13.008960573476704,,13.826755694800118,14.490321246077476,14.542932285022657,85.93548387096774,,79.46209113385852,78.38057459983222,79.21151024204251,98.67283154121864,,91.06787999964335,105.08701460832614,103.5260482319349,0.265663082437276,,0.3834496308391034,0.4205335611996392,0.3978256701585181
2025-11-22,2025,11,22,2025-11,2025,47,2025-W47,326,283,98.26388888888889,True,True,True,True,True,True,True,2.33,2.33,2.29,2.33,-0.04,15.803886925795052,9.5,23.2,13.7,75.09893992932862,44,96,52,146.70424028268553,1003.71,1245.52,380.7333215547703,32.32,0.5274911660777385,1.57,77.38519077526253,10.9926148409894,0.0158822948505803,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,22,2025-11,326,2025,47,2025-W47,2.33,2.33,1.8499999999999999,1.846,1.9314285714285713,5.55,9.23,13.52,15.803886925795052,,14.09097404204581,14.485957786166063,14.758434179353316,75.09893992932862,,80.19555420208884,78.18275695189513,77.9526399421652,146.70424028268553,,110.09873787164963,109.51536970711678,116.38970940094082,0.5274911660777385,,0.3861882320920695,0.42999658314758127,0.4338170365376968
2025-11-23,2025,11,23,2025-11,2025,47,2025-W47,327,283,98.26388888888889,True,True,True,True,True,True,True,2.25,2.25,2.14,2.25,-0.1099999999999998,15.894699646643108,10.9,22.0,11.1,74.71378091872792,48,91,43,133.95296819787987,892.79,1137.26,356.4140989399293,30.26,0.517243816254417,1.3,69.28634446927794,11.07226148409894,0.016796940226634,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,23,2025-11,327,2025,47,2025-W47,2.25,2.25,2.07,1.8940000000000001,1.9385714285714286,6.21,9.47,13.57,15.894699646643108,,14.902515715304952,14.635770731367703,14.87859897183222,74.71378091872792,,78.58273490634143,77.63979884992642,77.38794197817394,133.95296819787987,,126.44334667392802,110.77216969589911,115.15604021745658,0.517243816254417,,0.43679935492314376,0.4390167749698932,0.4496289697614788
2025-11-24,2025,11,24,2025-11,2025,48,2025-W48,328,279,96.875,True,True,True,True,True,True,True,1.61,1.61,1.52,1.61,-0.09,15.413620071684589,12.5,21.1,8.600000000000001,73.59139784946237,52,88,36,74.908458781362,554.03,626.98,200.0717921146953,16.75,0.4887813620071685,1.15,36.61385850901196,10.567096774193548,0.0214928998165502,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,24,2025-11,328,2025,48,2025-W48,1.61,1.61,2.0633333333333335,1.8820000000000001,1.8699999999999999,6.19,9.41,13.09,15.413620071684589,,15.70406888137425,14.716248368893025,14.819729807022574,73.59139784946237,,74.46803956583962,77.77836827489136,77.03128050395227,74.908458781362,,118.52188908730913,107.83152811883818,108.06261078783224,0.4887813620071685,,0.5111721147797746,0.4329179749075588,0.4508582991427845
2025-11-25,2025,11,25,2025-11,2025,48,2025-W48,329,278,96.5277777777778,True,True,True,True,True,True,True,2.1,2.1,2.08,2.1,-0.02,15.99568345323741,12.3,20.8,8.5,71.44244604316546,57,91,34,124.84158273381294,896.01,1041.18,329.68345323741005,27.5,0.5559352517985612,1.01,69.40383673205321,10.623273381294965,0.0168213182980675,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,25,2025-11,329,2025,48,2025-W48,2.1,2.1,1.9866666666666666,1.984,1.8828571428571428,5.96,9.92,13.18,15.99568345323741,,15.76800105718837,15.223370134167373,14.94116531168007,71.44244604316546,,73.24920827045192,76.15640972233042,76.17611973460855,124.84158273381294,,111.23433657101826,115.8160163073918,107.6586985706672,0.5559352517985612,,0.5206534766867155,0.4710229357150322,0.4628286412364565
2025-11-26,2025,11,26,2025-11,2025,48,2025-W48,330,283,98.26388888888889,True,True,True,True,True,True,True,2.03,2.03,1.96,2.03,-0.0699999999999998,15.871024734982331,11.4,20.4,8.999999999999998,67.32155477031802,54,82,28,101.89095406360424,1020.84,865.05,263.3418374558304,22.36,0.6136042402826856,1.08,62.52072145987589,9.712720848056536,0.0199232602997592,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,26,2025-11,330,2025,48,2025-W48,2.03,2.03,1.9133333333333333,2.064,1.9342857142857142,5.74,10.32,13.54,15.871024734982331,,15.76010941996811,15.795782966468499,15.063992861812125,67.32155477031802,,70.78513288764861,72.43362390220048,75.37940602684861,101.89095406360424,,100.54699852625971,116.45964081186894,109.41288248451542,0.6136042402826856,,0.5527736180294717,0.5406111672841141,0.4763041952312915
2025-11-27,2025,11,27,2025-11,2025,48,2025-W48,331,285,98.95833333333334,True,True,True,True,True,True,True,2.32,2.32,2.19,2.32,-0.1299999999999999,16.223859649122808,11.3,22.8,11.5,66.08070175438597,47,84,37,127.6982807017544,838.22,1091.82,339.0607719298245,28.99,0.6686666666666666,1.47,85.38758369590644,9.684877192982457,0.0181678248700816,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,27,2025-11,331,2025,48,2025-W48,2.32,2.32,2.15,2.062,2.0385714285714287,6.449999999999999,10.309999999999999,14.27,16.223859649122808,,16.030189279114182,15.879777511134048,15.458819293563142,66.08070175438597,,68.28156752262315,70.62997626721196,73.45490073376516,127.6982807017544,,118.14360583305718,112.65844889568271,115.52418804318823,0.6686666666666666,,0.6127353862493043,0.5688462674018998,0.5196265122177877
2025-11-28,2025,11,28,2025-11,2025,48,2025-W48,332,283,98.26388888888889,True,True,True,True,True,True,True,1.94,1.94,1.88,1.94,-0.06,14.96643109540636,11.7,20.1,8.400000000000002,69.64310954063605,54,86,32,108.33448763250884,917.91,919.76,286.35406360424025,24.31,0.5391166077738516,1.08,58.404921477356446,9.356325088339224,0.0179075015020225,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,28,2025-11,332,2025,48,2025-W48,1.94,1.94,2.0966666666666662,2.0,2.0828571428571427,6.289999999999999,10.0,14.579999999999998,14.96643109540636,,15.687105159837168,15.6941238008867,15.738457939553095,69.64310954063605,,67.68178868844667,69.61584199159357,71.12741868657491,108.33448763250884,,112.64124079928915,107.5347527826085,116.90442462765826,0.5391166077738516,,0.6071291715744013,0.5732208257057867,0.5586913015515841
2025-11-29,2025,11,29,2025-11,2025,48,2025-W48,333,283,98.26388888888889,True,True,True,True,True,True,True,2.04,2.04,1.96,2.04,-0.08,14.689752650176676,9.3,21.7,12.4,75.90812720848056,49,93,44,117.90975265017669,779.47,1001.05,314.6343816254417,26.71,0.4513427561837456,1.31,53.21771274207445,10.25904593639576,0.0173013678185927,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,2025,11,29,2025-11,333,2025,48,2025-W48,2.04,2.04,2.1,2.086,2.0414285714285714,6.300000000000001,10.43,14.290000000000001,14.689752650176676,,15.293347798235281,15.549350316585116,15.579295900179039,75.90812720848056,,70.54397950116753,70.07918786339721,71.2430168693109,117.90975265017669,,117.98084032814664,116.13501155637144,112.79092639444272,0.4513427561837456,,0.5530420102080879,0.565733104541102,0.5478129572810138
2025-11-30,2025,11,30,2025-11,2025,48,2025-W48,334,284,98.61111111111111,True,True,True,True,True,True,True,2.34,2.34,2.26,2.34,-0.08,15.058802816901409,10.5,23.7,13.2,74.94718309859155,43,93,50,141.4900352112676,840.17,1205.5,372.7770422535211,31.76,0.4815492957746478,1.66,68.13442681511603,10.409014084507042,0.0165382671401982,False,False,False,False,2025.0,11.0,30.0,2025-11,334.0,2025.0,48.0,2025-W48,20251130T152711_20251130T152709_T18NWL,2025-11-30 15:32:02,70.485145,44.88673005941354,True,2.0,True,0.4842534686373186,0.4786150700171219,0.20706865156865,0.4257052626537563,0.4159565203342399,0.1923315914012783,0.3426779097646272,0.3301089952856396,0.1618355393431036,0.3573242763444256,0.3497663572536379,0.1640153961481717,0.0585482059835623,0.1415755588726914,True,True,True,True,2025,11,30,2025-11,334,2025,48,2025-W48,2.34,2.34,2.106666666666667,2.1339999999999995,2.0542857142857143,6.32,10.669999999999998,14.379999999999999,15.058802816901409,,14.904995520828146,15.361974189317916,15.4598820673588,74.94718309859155,,73.49947328256938,70.78013527448243,71.27636003786286,141.4900352112676,,122.57809183131769,119.46470205186237,113.86765025349811,0.4815492957746478,,0.4906695532440816,0.5508559133363196,0.5427137400696181
