date,year,month,day,year_month,doy,iso_year,iso_week,week_id,image_id,datetime_utc,cloudy_pixel_percentage,valid_pixel_pct,is_valid_satellite_obs,n_obs_same_date,selected_from_duplicates,NDVI_mean,NDVI_median,NDVI_stdDev,EVI_mean,EVI_median,EVI_stdDev,SAVI_mean,SAVI_median,SAVI_stdDev,NDRE_mean,NDRE_median,NDRE_stdDev,ndvi_evi_diff,ndvi_savi_diff,flag_low_valid_pixel_pct,flag_high_scene_cloudiness
2025-07-31,2025,7,31,2025-07,212,2025,31,2025-W31,20250731T152711_20250731T152713_T18NXL,2025-07-31 15:32:02,62.48796,86.12974931050094,True,2,True,0.5182299531465145,0.5740173111609218,0.2732050533280142,0.4321201852866444,0.4258417090899057,0.2600600728418228,0.3717106176043467,0.3807059622390853,0.2219199581396469,0.3372219075624669,0.3550883926438803,0.1976404736988932,0.08610976785987012,0.14651933554216784,False,True
2025-08-20,2025,8,20,2025-08,232,2025,34,2025-W34,20250820T152711_20250820T152849_T18NXL,2025-08-20 15:32:01,61.24866,98.8325855184621,True,2,True,0.5333904653725057,0.5972335369926802,0.2886833929512957,0.4189991829340305,0.4103973826107463,0.2552577422314706,0.3650563771031698,0.3657250208415837,0.2201445823225901,0.3526595492139874,0.3793103880477582,0.2127734820062706,0.11439128243847518,0.16833408826933588,False,True
2025-08-30,2025,8,30,2025-08,242,2025,35,2025-W35,20250830T152711_20250830T152711_T18NWL,2025-08-30 15:32:03,46.928525,98.8325855184621,True,2,True,0.4841697489277772,0.5297062954027393,0.2592232128275711,0.4327865799775884,0.4334070231232479,0.2540952295365466,0.3558338650016632,0.3652760526966217,0.2103805566656389,0.3191742741528691,0.331803996051868,0.1925451573733371,0.051383168950188796,0.128335883926114,False,False
2025-09-11,2025,9,11,2025-09,254,2025,37,2025-W37,20250911T152701_20250911T152856_T18NWL,2025-09-11 15:31:57,55.154347,49.90285267360968,True,1,False,0.5566008022441822,0.6079527035889939,0.2253482560771812,0.5358145518879986,0.5548467369823024,0.2602381968489958,0.4267025767437696,0.4512851753882889,0.1972348569426899,0.412323320341461,0.4313157832919054,0.1830012335572014,0.020786250356183533,0.12989822550041258,True,True
2025-09-21,2025,9,21,2025-09,264,2025,38,2025-W38,20250921T152941_20250921T152936_T18NXL,2025-09-21 15:31:56,45.051137,51.31148890626931,True,2,True,0.5068136517415097,0.5365521771897573,0.2267035391372009,0.3753693764448468,0.3275789508866873,0.2127630579025392,0.3135081479438417,0.3028959682799473,0.1555417865419636,0.3633052712058734,0.3850429563998062,0.1798434909798509,0.13144427529666292,0.19330550379766803,False,False
2025-11-18,2025,11,18,2025-11,322,2025,47,2025-W47,20251118T152701_20251118T152839_T18NWL,2025-11-18 15:31:54,56.108177,98.8325855184621,True,2,True,0.3344628041606456,0.3222137021866567,0.174096464451907,0.3571785547094519,0.3322043878923792,0.1928214831873236,0.2437025944992426,0.2280365439404056,0.1288278404292097,0.2311062304054665,0.2244881262526783,0.131485771125281,-0.022715750548806313,0.09076020966140302,False,True
2025-11-30,2025,11,30,2025-11,334,2025,48,2025-W48,20251130T152711_20251130T152709_T18NWL,2025-11-30 15:32:02,70.485145,44.88673005941354,True,2,True,0.4842534686373186,0.4786150700171219,0.20706865156865,0.4257052626537563,0.4159565203342399,0.1923315914012783,0.3426779097646272,0.3301089952856396,0.1618355393431036,0.3573242763444256,0.3497663572536379,0.1640153961481717,0.05854820598356231,0.1415755588726914,True,True
2025-12-08,2025,12,8,2025-12,342,2025,50,2025-W50,20251208T152701_20251208T152837_T18NWL,2025-12-08 15:31:53,26.714849,58.30980117729388,True,2,True,0.391508025958952,0.3885204549194175,0.1786014920257431,0.3153479154329123,0.2953680678132407,0.1554373034501092,0.2496477674825738,0.2322968155606682,0.1251054357223827,0.2531699659120527,0.2439134974118088,0.1247437006465375,0.07616011052603971,0.1418602584763782,False,False
2025-12-18,2025,12,18,2025-12,352,2025,51,2025-W51,20251218T152701_20251218T152837_T18NWL,2025-12-18 15:31:52,58.380443,92.0093579769206,True,2,True,0.3467534095858315,0.3381218957211683,0.1766226043420122,0.2685498620067851,0.2358366164519905,0.1629162689497567,0.2141612811411734,0.1892792002168835,0.1285759697311898,0.2250747348582453,0.2050604281188304,0.1422113150298984,0.0782035475790464,0.13259212844465812,False,True
2025-12-28,2025,12,28,2025-12,362,2025,52,2025-W52,20251228T152701_20251228T152837_T18NWL,2025-12-28 15:31:52,27.237046,98.8325855184621,True,2,True,0.5608229997836471,0.6381181634916964,0.2854050603271282,0.3893920756791056,0.3832611342915971,0.2272068080258402,0.3594794464322255,0.3652524712044385,0.2065106653511487,0.3815939689236697,0.4188181811815811,0.2116853044943945,0.17143092410454153,0.20134355335142162,False,False
